cid	SMILES	Binding_Modes
MT4	Cn1c(=O)c(cnc1Nc2ccc(cc2)F)c3ccc(c(c3)F)Oc4ccnc5c4cc(c(c5)OC)OC	I1/2
L1G	Cn1c2ccccc2cc1C(=O)Nc3ccc(cc3OC)c4c5c(ncnc5n(n4)C6CCC(CC6)N7CCN(CC7)C)N	I1/2
L3G	Cn1c2ccccc2cc1C(=O)Nc3ccc(cc3OC)c4c5c(ncnc5n(n4)C6CCN(CC6)C7CCOCC7)N	I1/2
0WH	Cn1cc(c2c1ncnc2N)c3ccc4c(c3)CCN4C(=O)Cc5cccc(c5)C(F)(F)F	I1/2
3OU	Cn1cc(cc(c1=O)Nc2ccc(cn2)C(=O)N3CCOCC3)c4cccc(c4CO)N5CCc6cc(ccc6C5=O)N(C)C	I1/2
3OV	Cn1cc(cc(c1=O)Nc2ccc(cn2)C(=O)N3CCOCC3)c4cccc(c4CO)n5ccc6cc(cc(c6c5=O)F)N(C)C	I1/2
7G6	Cn1cc(cc(c1=O)Nc2ccc(cn2)N3CCN(CC3)C)c4cccc(c4CO)n5ccc6cc(cc(c6c5=O)F)C7CC7	I1/2
9DB	Cn1cc(cn1)c2c3c4c(cc(cc4[nH]2)NC(=O)C(C5CCCCC5)N)C(=O)NN=C3	I1/2
84P	Cn1cc(cn1)c2ccc3c(c2)n(nn3)Cc4ccc5nc(cn5n4)NC(=O)C6CC6	I1/2
3QT	Cn1cc(cn1)c2ccc3ncc(n3n2)Cc4ccc5c(c4)cccn5	I1/2
SX8	Cn1cc(cn1)c2ccc3nnc(n3n2)Sc4ccc5c(c4)cccn5	I1/2
3EW	Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3Cl)Br)C(=O)NOCCO	I1/2
OLO	Cn1cnc2c1nc(nc2NCc3ccccc3)NCCO	I1/2
X62	c1c(c(cc(c1[N+](=O)[O-])Cl)NCc2cnc(nc2)Cl)C(=O)N	I1/2
X6A	c1c(c(cc(c1[N+](=O)[O-])Cl)NCc2cnc(nc2)N)C(=O)N	I1/2
X72	c1c(c(cc(c1[N+](=O)[O-])Cl)NCc2cncnc2)C(=O)N	I1/2
Z14	c1c(c(cc(c1[N+](=O)[O-])N2CCC(CC2)N)NCc3cnc(nc3)N)C(=O)N	I1/2
Z04	c1c(c(cc(c1[N+](=O)[O-])N2CCOCC2)NCc3cnc(nc3)N)C(=O)N	I1/2
18Z	c1c(c(cc(c1[N+](=O)[O-])NCCN2CCNCC2)NCc3cnc(nc3)N)C(=O)N	I1/2
X63	c1c(c(cc(c1[N+](=O)[O-])NCCO)NCc2cnc(nc2)N)C(=O)N	I1/2
XA0	c1c(cc(c(c1F)F)F)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl	I1/2
HMD	c1c2c([nH]c1Br)C(=O)NCCC2C3=NC(=NC3=O)N	I1/2
22T	c1c[nH]c(=O)c2c1cc(c(c2)Cl)OC3CCNC3	I1/2
5EZ	c1c[nH]c(=O)c2c1cc(c(c2)Cl)OCC3CCNC3	I1/2
5BN	c1cc([nH]c1)c2cc(c3c(ccc4c3c2C(=O)N4)F)NCCN	I1/2
LZE	c1cc(c(c(c1)Cl)C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3)Cl	I1/2
628	c1cc(c(c(c1)Cl)C(=O)c2ccc3nc(cn3c2)Nc4ccc(cc4)S(=O)(=O)N)Cl	I1/2
3SC	c1cc(c(c(c1)Cl)Cl)c2cc(n3c(n2)c(cn3)SC#N)NCc4ccncc4	I1/2
SC8	c1cc(c(c(c1)Cl)Cl)c2cc(n3c(n2)ccn3)NCc4ccncc4	I1/2
LZD	c1cc(c(c(c1)F)C(=O)Nc2c[nH]nc2C(=O)NC3CCCNC3)F	I1/2
LZA	c1cc(c(c(c1)F)C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3)F	I1/2
Z67	c1cc(c(c(c1)F)NC(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N)F	I1/2
3EY	c1cc(c(cc1C2CC2)F)Nc3c(ccn4c3cnc4)C(=O)NOCCO	I1/2
3BM	c1cc(c(cc1I)Cl)Nc2c(ccc(c2F)F)C(=O)NOCC(CO)O	I1/2
EUI	c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)(C4CCCCN4)O	I1/2
YQY	c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)(CN)O	I1/2
V04	c1cc(c(cc1I)F)Nc2c(ccc3c2cn[nH]3)C(=O)NOCCO	I1/2
3V0	c1cc(c(cc1I)F)Nc2c3cnccc3oc2C(=O)NOCC(CO)O	I1/2
58V	c1cc(c(cc1Nc2c3ncc(n3cc(n2)C4CC4)c5c[nH]nc5)Cl)C(=O)N6CCOCC6	I1/2
X73	c1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2ccc(nc2)Cl	I1/2
X88	c1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cnccn2	I1/2
W19	c1cc(c2ccsc2c1)Oc3ccc(cc3Cl)Nc4c5c(ncn4)NCCC(=C5)C(=O)NCCO	I1/2
CT6	c1cc(cc(c1)Br)c2cc(n3c(n2)ccn3)NCc4ccncc4	I1/2
CT8	c1cc(cc(c1)Br)c2cc(n3c(n2)ncn3)NCc4ccncc4	I1/2
2QV	c1cc(cc(c1)Cl)c2ccc3c(c2)c(ncn3)N	I1/2
X42	c1cc(cc(c1)F)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
HYZ	c1cc(cc(c1)F)Cn2c3ccc(cc3cn2)Nc4c(c(ncn4)N)C=NN5CCCCC5	I1/2
X6B	c1cc(cc(c1)F)NC(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
26Z	c1cc(cc(c1)N)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
1H4	c1cc(cc(c1)N2CCCC2=O)Nc3ncc(c(n3)NCCCNC(=O)C4CCC4)C5CC5	I1/2
CJ5	c1cc(cc(c1)NC(=O)Nc2ccc(cc2)Nc3nccc(n3)Nc4cc([nH]n4)C5CCCC5)C(F)(F)F	I1/2
NU6	c1cc(cc(c1)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)C(=O)N	I1/2
1FV	c1cc(cc(c1)Nc2ncc(c(n2)NCCCNC(=O)C3CCC3)C4CC4)CN5CCOCC5	I1/2
60O	c1cc(cc(c1)OCC2CCCCO2)c3cn(c4c3c(ncn4)N)C5CC(C5)CN6CCC6	I1/2
W2R	c1cc(cc(c1)Oc2ccc(cc2Cl)Nc3c4c(ccn4CCOCCO)ncn3)NC(=O)NC5CCCCC5	I1/2
Z68	c1cc(cc(c1)[N+](=O)[O-])C(=O)c2c(nc(s2)NC3CCCCC3)N	I1/2
X43	c1cc(cc(c1)[N+](=O)[O-])C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
0J8	c1cc(cc(c1)[N+](=O)[O-])CNc2c3cc(cnc3nc(n2)C(F)(F)F)c4cnn(c4)C5CCNCC5	I1/2
J9D	c1cc(ccc1C#N)Nc2nc(cc(n2)n3cc(nc3)CCO)N	I1/2
8MY	c1cc(ccc1C#N)Nc2nc(cc(n2)n3ccc(n3)CO)N	I1/2
03K	c1cc(ccc1C(=O)N)C(=O)Nc2cc([nH]n2)C3CC3	I1/2
F4A	c1cc(ccc1C(=O)N)Nc2c3c([nH]cn3)ncn2	I1/2
4CK	c1cc(ccc1C(=O)Nc2cc([nH]n2)C3CC3)C(=O)O	I1/2
X44	c1cc(ccc1C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N)S(=O)(=O)N	I1/2
1OO	c1cc(ccc1C(F)(F)F)S(=O)(=O)Nc2ccc(c(c2F)C(=O)c3c[nH]c4c3cc(cn4)Cl)F	I1/2
740	c1cc(ccc1CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O)N5CCCCC5	I1/2
11K	c1cc(ccc1CC(=O)Nc2cc([nH]n2)C3CC3)OCCN4CCCC4	I1/2
09K	c1cc(ccc1CC(=O)Nc2cc(n[nH]2)C3CC3)OC(F)(F)F	I1/2
X96	c1cc(ccc1CN)CNc2ccc(cc2C(=O)N)[N+](=O)[O-]	I1/2
TC0	c1cc(ccc1CNC2CC2)Nc3cc([nH]n3)c4ccc(cc4)c5ccc(cc5O)O	I1/2
X9I	c1cc(ccc1CNc2ccc(cc2C(=O)N)[N+](=O)[O-])C(=O)O	I1/2
19Z	c1cc(ccc1CNc2ccc(cc2C(=O)N)[N+](=O)[O-])O	I1/2
X65	c1cc(ccc1CNc2ccc(cc2C(=O)N)[N+](=O)[O-])S(=O)(=O)N	I1/2
F47	c1cc(ccc1Cc2nnc3n2nc(cn3)c4ccc(cc4)F)O	I1/2
106	c1cc(ccc1N=NC2=c3cc(ccc3=NC2=O)Br)S(=O)(=O)N	I1/2
0S0	c1cc(ccc1N=Nc2ccc([nH]c2=O)O)S(=O)(=O)N	I1/2
42K	c1cc(ccc1NN=C2c3c(ccc4c3nn[nH]4)NC2=O)S(=O)(=O)N	I1/2
61K	c1cc(ccc1NN=C2c3cc(ccc3NC2=O)C(=O)NCCc4c[nH]cn4)S(=O)(=O)N	I1/2
DT4	c1cc(ccc1Nc2cc(nc3n2ncn3)NC4CCC(CC4)N)S(=O)(=O)N	I1/2
DT2	c1cc(ccc1Nc2cc(nc3n2ncn3)NC4CCCCC4)S(=O)(=O)N	I1/2
DT1	c1cc(ccc1Nc2cc(nc3n2ncn3)OCC4CCCCC4)S(=O)(=O)N	I1/2
U55	c1cc(ccc1Nc2cc(ncn2)N)S(=O)(=O)N	I1/2
LZ4	c1cc(ccc1Nc2cncc(n2)Cl)S(=O)(=O)N	I1/2
27Z	c1cc(ccc1Nc2nc(c(s2)C(=O)N)N)S(=O)(=O)N	I1/2
Z71	c1cc(ccc1Nc2nc(c(s2)C(=O)Nc3cc(cc(c3)F)F)N)S(=O)(=O)N	I1/2
C62	c1cc(ccc1c2ccc(o2)C=C3C(=O)NC(=O)S3)S(=O)(=O)N	I1/2
63K	c1cc(ccc1c2ccc3nnc(n3n2)Sc4ccc5c(c4)sc(n5)NC(=O)NCCN6CCOCC6)F	I1/2
4QG	c1cc(ccc1c2ncc(o2)c3ccc(cc3)Cl)C(=O)N	I1/2
12Z	c1cc(cnc1)C(=O)c2c(nc(s2)NC3CCCCC3)N	I1/2
08Z	c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)C(=O)N)N	I1/2
07Z	c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)C(=O)O)N	I1/2
X40	c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
X4B	c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl	I1/2
24Z	c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])NCCCC(=O)O	I1/2
X87	c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])NCCCN	I1/2
X85	c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])NCCCN3CCOCC3	I1/2
X84	c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])NCCCO	I1/2
X07	c1cc(cnc1)CNc2ccc(cc2C(=O)N)[N+](=O)[O-]	I1/2
X75	c1cc(ncc1CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl)Cl	I1/2
TZ1	c1cc(sc1)C(=O)Nc2nnc(s2)Sc3ccnc4c3ccc(c4)Cl	I1/2
10K	c1cc(sc1)c2ccc(cc2)CC(=O)Nc3cc(n[nH]3)C4CC4	I1/2
D31	c1cc-2c(c(c1)NC(=O)CN3CCC(CC3)CN)C(=O)c4c2n[nH]c4C5CCCCC5	I1/2
2PU	c1cc2c(c(c1)NC(=O)Nc3cc([nH]n3)C4CCCN4)C5CCCN5C2=O	I1/2
4K0	c1cc2c(c[nH]c2nc1)Cc3nnc4n3nc(cn4)c5ccc(cc5)C#N	I1/2
WY3	c1cc2c(cc(=O)oc2cc1O)CN3CCOCC3	I1/2
F8P	c1cc2c(cc1C3CCC(CC3)(F)F)c(=O)c4cc(c(nc4o2)N)C(=O)O	I1/2
F8S	c1cc2c(cc1C3CCS(=O)(=O)CC3)c(=O)c4cc(c(nc4o2)N)C(=O)O	I1/2
45K	c1cc2c(cc1NC=C3c4c(ccc5c4scn5)NC3=O)CS(=O)(=O)C2	I1/2
ESJ	c1cc2c(cc1O)sc(n2)C3=NC(CS3)C(=O)O	I1/2
2QT	c1cc2c(cc1c3cc(cc(c3)F)NC(=O)CN4CCCC4)c(ncn2)N	I1/2
LS3	c1cc2c(cc1c3cnco3)C(=CNc4ccc5c(c4)CS(=O)(=O)C5)C(=O)N2	I1/2
PY8	c1cc2cc(c1)S(=O)(=O)NCCCNc3c(cnc(n3)N2)Br	I1/2
5QQ	c1cc2cc(ccc2nc1)C(c3nnc4n3nc(cn4)c5ccc(cc5)F)(F)F	I1/2
6XE	c1cc2cc(ccc2nc1)Cc3nnc4n3nc(cn4)c5ccc(cc5)F	I1/2
KRW	c1cc2cc(ccc2nc1)Cn3c4c(ncc(n4)c5cnn(c5)CCO)nn3	I1/2
X64	c1ccc(c(c1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N)[N+](=O)[O-]	I1/2
5BM	c1ccc(c(c1)N)SC(=C(C#N)C(=C(N)Sc2ccccc2N)C#N)N	I1/2
0C7	c1ccc(c(c1)Nc2ccnc(n2)Nc3ccc(cc3)c4n[nH]nn4)Cl	I1/2
ZZY	c1ccc(c(c1)[N+](=O)[O-])S(=O)(=O)n2ccc3c2cc(cn3)C(=O)N	I1/2
SCF	c1ccc(c(c1)c2cc(n3c(n2)ccn3)NCc4ccncc4)F	I1/2
SC9	c1ccc(c(c1)c2cn3ccnc3c(n2)NCc4cccnc4)F	I1/2
LZ8	c1ccc(cc1)C(=O)Nc2c[nH]nc2C(=O)Nc3ccc(cc3)F	I1/2
VS0	c1ccc(cc1)C(=O)Nc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCCC5	I1/2
03Z	c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N	I1/2
06Z	c1ccc(cc1)C(=O)c2c(nc(s2)Nc3cccc(c3)F)N	I1/2
21Z	c1ccc(cc1)C(=O)c2c(nc(s2)Nc3cccc(c3)S(=O)(=O)N)N	I1/2
X36	c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccccc3)N	I1/2
PM1	c1ccc(cc1)C(=O)c2c(nc3n2cc(cc3)C(=O)c4c(cccc4F)F)N	I1/2
924	c1ccc(cc1)CC(=O)N2CCc3c2ccc(c3)c4csc5c4c(ncc5)N	I1/2
ITI	c1ccc(cc1)CC(=O)Nc2cccc(c2)c3c(n4ccsc4n3)c5ccnc(n5)Nc6ccc(cc6)N7CCOCC7	I1/2
VRZ	c1ccc(cc1)CNC(=O)Nc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCCC5	I1/2
I17	c1ccc(cc1)CNc2c3c(nc(n2)NC4CCC(CC4)N)n(cn3)C5CCCC5	I1/2
NBS	c1ccc(cc1)CNc2c3c(ncn2)n(cn3)C4C(C(C(O4)COP(=O)(O)OP(=O)(O)O)O)O	I1/2
0JK	c1ccc(cc1)N2CCc3c(n(nn3)Cc4ccc5c(c4)cccn5)C2=O	I1/2
25Z	c1ccc(cc1)Nc2nc(c(s2)C(=O)c3cccc(c3)C(F)(F)F)N	I1/2
X3A	c1ccc(cc1)Nc2nc(c(s2)C(=O)c3cccnc3)N	I1/2
X0A	c1ccc(cc1)Nc2nc(nc(n2)N)c3cc(ccc3O)Cl	I1/2
HRA	c1ccc(cc1)Oc2ccc(c(c2)Cl)C(=O)c3c[nH]c4c3c(ncn4)NC5CCC(OC5)CO	I1/2
B43	c1ccc(cc1)Oc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCCC5	I1/2
VSF	c1ccc(cc1)Oc2ccc(cc2)c3cn(c4c3c(ncn4)N)C5CCOCC5	I1/2
IK1	c1ccc(cc1)c2cc(c(s2)NC(=O)N)C(=O)N	I1/2
SCW	c1ccc(cc1)c2cc(c3ncc(n3c2)Br)NCc4cncnc4	I1/2
SCJ	c1ccc(cc1)c2cc(n3c(n2)c(cn3)Br)NCc4cccnc4	I1/2
6SC	c1ccc(cc1)c2cc(n3c(n2)c(cn3)Br)NCc4ccncc4	I1/2
SCZ	c1ccc(cc1)c2cc(n3c(n2)c(cn3)C4CC4)NCc5cccnc5	I1/2
2SC	c1ccc(cc1)c2cc(n3c(n2)c(cn3)CO)NCc4cccnc4	I1/2
30T	c1ccc(cc1)c2cc(n[nH]2)Nc3cc(cc(n3)NC4CCC(CC4)O)S(=O)(=O)c5ccccc5	I1/2
SCQ	c1ccc(cc1)c2cc3c(cnn3c(c2)NCc4cncnc4)Br	I1/2
PQC	c1ccc(cc1)c2cc3c(s2)ccc4c3nc(nc4)Nc5cccc(c5)S(=O)(=O)N	I1/2
LKG	c1ccc(cc1)c2ccc3nnc(n3n2)Cc4ccc(cc4)O	I1/2
LS5	c1ccc2c(c1)C(=CNc3ccc(cc3)S(=O)(=O)NC(=N)N)C(=O)N2	I1/2
LS4	c1ccc2c(c1)C(=CNc3ccc(cc3)S(=O)(=O)Nc4nccs4)C(=O)N2	I1/2
BRY	c1ccc2c(c1)C(=O)C(=C3c4cc(ccc4NC3=O)Br)N2	I1/2
LTI	c1ccc2c(c1)CCCCC2Sc3c(c(=NC(=O)N)s[nH]3)C(=O)N	I1/2
LZ3	c1ccc2c(c1)c(n[nH]2)C(=O)Nc3ccc(cc3)S(=O)(=O)N	I1/2
3TI	c1ccc2c(c1)ccc(c2C=Nc3ccc(cc3)O)O	I1/2
O1Z	c1ccc2cc(ccc2c1)C(=O)c3c(nc(s3)NC4CCCCC4)N	I1/2
20Z	c1ccc2cc(ccc2c1)C(=O)c3c(nc(s3)Nc4ccc(cc4)S(=O)(=O)N)N	I1/2
HDT	c1ccn2c(c1)ncc2c3ccnc(n3)Nc4ccc(cc4)S(=O)(=O)N	I1/2
84M	c1ccn2c(c1)nnc2Sc3ccc4nc(cn4n3)NC(=O)C5CC5	I1/2
Z02	c1ccnc(c1)CNc2ccc(cc2C(=O)N)[N+](=O)[O-]	I1/2
1PU	c1ccnc(c1)NC(=O)Nc2cccc3c2C4CCCN4C3=O	I1/2
4EK	c1ccnc(c1)c2cnc3n2nc(cc3)N4CCCC4c5cccc(c5)F	I1/2
50D	c1cnc(cc1C#N)Nc2cc(cc(n2)N3CCC(C3)(F)F)C4CCN(CC4)C5COC5	I1/2
50F	c1cnc(cc1C#N)Nc2cc(n(n2)C3CCCC3)C4CCN(CC4)C5COC5	I1/2
ANK	c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)N	I1/2
046	CC(=O)Nc1cc(ncn1)Oc2ccc3c(c2)CCN3C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C	II
0WP	CC(C)(C#N)c1cccc(c1)C(=O)Nc2ccc(c(c2F)C(=O)Nc3cc4c([nH]nc4nc3)OC)F	II
L09	CC(C)(C)c1cc([nH]n1)NC(=O)Nc2ccc(c(c2)COc3cccnc3)Cl	II
B10	CC(C)(C)c1cc(c(c(c1)NS(=O)(=O)C)OC)NC(=O)Nc2ccc(c3c2cccc3)c4ccc(nc4)CN5CCOCC5	II
N61	CC(C)(C)c1cc(n(n1)C)NC(=O)Nc2ccc(cc2)Oc3ccncc3	II
Z86	CC(C)(C)c1cc(n(n1)c2ccc(cc2)CC(=O)O)NC(=O)Nc3nc(cs3)CCOCc4ccccc4	II
Z83	CC(C)(C)c1cc(n(n1)c2ccc(cc2)CC(=O)O)NC(=O)Nc3nccs3	II
437	CC(C)(C)c1cc(n(n1)c2ccc(cc2)CO)NC(=O)Nc3cccc4c3cccc4	II
9DP	CC(C)(C)c1cc(n(n1)c2ccc3c(c2)CC(NC3)C(=O)O)NC(=O)Nc4cccc(c4Cl)Cl	II
919	CC(C)(C)c1cc(n(n1)c2ccc3c(c2)cccn3)NC(=O)Nc4ccc(cc4F)Oc5ccnc(c5)C(=O)NC	II
EDD	CC(C)(C)c1cc(n(n1)c2cccc(c2)CC(=O)N)NC(=O)Nc3cccc(c3Cl)Cl	II
YIY	CC(C)(C)c1cc(n(n1)c2cccc(c2)F)NC(=O)Nc3ccc(cc3)Oc4cccnc4	II
1AU	CC(C)(C)c1cc(n(n1)c2cccc(c2)N)NC(=O)Nc3cccc4c3cccc4	II
L10	CC(C)(C)c1cc(n(n1)c2ccccc2)NC(=O)Nc3ccc(cc3)Cl	II
1PP	CC(C)(C)c1cc(n(n1)c2ccccc2)NC(=O)Nc3cccc(c3Cl)Cl	II
SR8	CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)Oc3ccncc3	II
Q1A	CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cccc4c3ccnc4N	II
P30	CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6	II
6K4	CC(C)(CO)n1cc(c2c1nc(nc2)N)C(=O)c3cc(cnc3)NC(=O)Cc4ccc(cn4)Cl	II
0NF	CC(C)(c1cc(cc(c1)NC(=O)C2CCc3ccc(cc3C2)Oc4ccnc5c4CCC(=O)N5)C(F)(F)F)N	II
6V4	CC(C)Oc1cc(ccc1NC(=O)c2csc(n2)c3cccc(c3)NC(=O)Nc4ccccc4)C(=O)N5CCN(CC5)C	II
FEW	CC(C)c1ccc(cc1C#Cc2cnc3n2ccnc3)C(=O)Nc4cc(cc(c4)C(F)(F)F)CN5CCN(CC5)C	II
F8H	CC(C)c1cn(nn1)CC(=O)Nc2ccc(cc2)Nc3c4c(cc(cc4F)OCCOC)ncn3	II
F8B	CC(C)c1cn(nn1)CC(=O)Nc2ccc(cc2)Oc3c4cc(c(cc4ncn3)OC)OC	II
G7W	CC(C)n1c2c(c(n1)c3ccc(cc3)NC(=O)C=CC(=O)c4ccc(c(c4)C(F)(F)F)F)c(ncn2)N	II
6K2	CC(C)n1cc(c2c1ncnc2)C(=O)c3cc(cnc3)NC(=O)Cc4ccc(cc4)C#N	II
6K1	CC(C)n1cc(c2c1ncnc2N)C(=O)c3cc(cnc3)NC(=O)Cc4ccc(cc4)Cl	II
6K0	CC(C)n1cc(c2c1ncnc2N)C(=O)c3ccnc(c3)NC(=O)Nc4ccc(cc4F)F	II
F82	CC(C)n1cc(cn1)NC(=O)Cc2ccc(cc2OC)Oc3c4cc(c(cc4ncn3)OC)OC	II
1HX	CC(c1c(cccc1Cl)F)NC(=O)c2ccc(n2C)C#N	II
706	CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C	II
MQY	CC1C(=O)N(C(=O)N1Cc2ccnc3c2cccc3)c4ccc(cc4)S(=O)(=O)C(F)(F)F	II
5WR	CC1CN(Cc2c1ccc(c2)C(=O)Nc3cc(cc(c3)C(F)(F)F)CN4CCN(CC4)C)c5cncnc5	II
5X1	CC1CN(Cc2c1ccc(c2)NC(=O)c3cc(cc(c3)C(F)(F)F)CN4CCN(CC4)C)c5cncnc5	II
G4H	CCC(=O)Nc1ccc2c(c1)n(c(=O)n2C)C3CCN(CC3)Cc4ccc(cc4)c5c(cc6c(n5)cc[nH]c6=O)c7ccccc7	II
30E	CCC1CN(CCC1C(=O)O)c2c(ncc(n2)c3cc(c(c(c3)OC)OC)OC)N	II
9D8	CCCN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)Nc3cccc(c3)Cl	II
1N8	CCN(CC)CC(=O)Nc1ccc(cc1NC(=O)c2ccc(c(c2)c3ccc4c(c3)cnc(n4)NC)C)C(F)(F)F	II
DI1	CCN1CCN(CC1)Cc2ccc(cc2C(F)(F)F)C(=O)Nc3ccc(c(c3)Oc4ccc5c(c4)CC(=O)N5)C	II
NG2	CCN1CCN(CC1)Cc2ccc(cc2C(F)(F)F)NC(=O)c3ccc(c(c3)Oc4ccnc5c4cc[nH]5)C	II
7HF	CCOc1c(c(n(n1)c2ccccc2)NC(=O)NC3CN(CC3c4ccc(c(c4)F)F)CCOC)C	II
353	CCOc1ccn(c(=O)c1C(=O)Nc2ccc(c(c2)F)Oc3ccnc(c3Cl)N)c4ccc(cc4)F	II
PP0	CCn1c(c(c(c1C(=O)OCC)C)C(=O)N2CCN(CC2)Cc3ccccc3)C	II
F88	CCn1cc(cn1)CC(=O)Nc2ccc(cc2)Oc3c4cc(c(cc4ncn3)OC)OC	II
831	CN(C)Cc1ccc(cc1)c2cnn3c2nccc3c4cccc(c4)NC(=O)c5cccc(c5)C(F)(F)F	II
35H	CN(Cc1ccc(cc1)C(CO)O)C(=O)c2ccc(cc2)S(=O)(=O)Nc3ccccc3	II
RCM	CN1C(=O)C(NC1=O)Cc2c[nH]c3c2cccc3Cl	II
GW8	CN1CCN(CC1)C(=O)c2cccc(c2)NC(=O)Nc3ccc(cc3)N(C)c4ccnc(n4)Nc5ccc(cc5)CS(=O)(=O)C	II
6V3	CN1CCN(CC1)c2cccc3c2ccc(c3)NC(=O)Nc4ccc(cc4)Oc5ccnc6c5cc[nH]6	II
65U	CN1c2ccccc2OCC(C1=O)NC(=O)c3cc(on3)Cc4ccccc4	II
D6W	CNC(=O)CN1CN(C2(C1=O)CCN(CC2)C(=O)c3ccc4c(c3)c[nH]n4)c5ccccc5	II
BW8	CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)F)SCC(=O)O	II
BAX	CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl	II
276	CNC(=O)c1cc(ccn1)Oc2ccc3c(c2)nc([nH]3)Nc4ccc(c(c4)C(F)(F)F)Cl	II
857	CNC(=O)c1cc(ccn1)Oc2ccc3c(c2)nc(o3)Nc4ccc(c(c4)OCC5CCCN5C)Cl	II
66X	CNc1nccc(n1)N2CCC(C2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)CN4CCOCC4	II
K11	CNc1nccc(n1)c2cccnc2Oc3ccc(c4c3cccc4)Nc5[nH]c6ccc(cc6n5)C(F)(F)F	II
GIG	COC(=O)Nc1[nH]c2cc(ccc2n1)Oc3ccc(cc3)NC(=O)Nc4cc(ccc4F)C(F)(F)F	II
64M	COc1cc2c(c[nH]c2nc1)Cc3ccc(nc3)NCc4ccc(cc4)C(F)(F)F	II
FPU	COc1cc2c(ccnc2cc1OC)Oc3ccc(nc3)NC(=O)NC4CC4c5ccccc5	II
2RL	COc1cc2c(ccnc2cc1OC)Oc3ccc4c(c3)OCCN4C(=O)Nc5ccc(cc5)Cl	II
900	COc1cc2c(ccnc2cc1OC)Oc3ccc4c(c3)cccc4C(=O)Nc5ccc(cc5)Cl	II
I3K	COc1cc2c(ccnc2cc1OC)Oc3ccc4c(c3)nc(o4)Nc5ccc(cc5)Cl	II
1HW	COc1ccc2c(c1)C3=NN(C(C3CC2)c4ccc(c(c4)F)OC(F)(F)F)C(=O)CO	II
DJW	COc1ccc2c(n1)C3(CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)C(=O)N2CC(=O)N6CCCC6C(F)(F)F	II
6PV	COc1cccc(c1)Nc2ncc(c(n2)OCC3CCNCC3)c4ccc(cc4)C(=O)NCC(=O)Nc5ccccc5	II
